-16.3777234,-71.518683
-16.3782731,-71.5183303
-16.3785757,-71.5186013
-16.3791609,-71.5181264
-16.3790166,-71.517854
-16.3795495,-71.5175237
-16.3801578,-71.5171346
-16.3807472,-71.5167822
-16.3813036,-71.5164232
-16.3817094,-71.5161596
-16.382284,-71.5157266
-16.3829425,-71.516612
-16.3835134,-71.51739
-16.3846184,-71.5188808
-16.3669747,-71.4882413
-16.3850057,-71.5185758
-16.38599,-71.5199032
-16.3867289,-71.5194135
-16.3871118,-71.5197316
-16.3873898,-71.5193753
-16.3876687,-71.5190179
-16.3884643,-71.5196739
-16.3886725,-71.5193692
-16.3890758,-71.5196278
-16.3894784,-71.5199032
-16.3897258,-71.5195361
-16.3901078,-71.5189692
-16.3902238,-71.518797
-16.3903496,-71.5186104
-16.3905741,-71.5182772
-16.3901821,-71.5179574
-16.3909857,-71.5168103
-16.3910311,-71.5167404
-16.3915422,-71.5160082
-16.3909724,-71.5155243
-16.3917367,-71.5144066
-16.3920796,-71.5139184
-16.3922515,-71.5136649
-16.3918897,-71.5132015
-16.3915455,-71.5129354
-16.3911952,-71.5126622
-16.3908859,-71.5130736
-16.3906185,-71.5134755
-16.390103,-71.5130576
-16.3899834,-71.5129503
-16.3897627,-71.5127766
